id1,id2,pano1,pano2,winner
1211,392,fXyW2ydrtrpsRdjVPw7jlQ,D2pzBWbN9mNtA_07rD8KLQ,none
373,787,8U2N1UFHrKYDC5skW0rZCg,SBtobDMPuYezdNVujL3jWw,left
113,530,f-BMHHefp6c7Ekuu4SFwsg,cPq0xMpRgr6j0mEpEEOD2A,left
613,1407,rK_OlcIxehz6IGPo1aHMHw,Rsae-sMKgi489ltfC69Fwg,right
1448,316,iN2eGs48xcetpTvM5SgDlA,vRR_n-817gtcvPc4PPxP8A,right
1212,813,fjVPlijLdbx4wC2d8ok0Ag,WWCVvkn2I3KWrcgjOJOHmw,right
135,821,qWc7Q7gBEwlOTfNqDxzSaw,XHlKrASfssmzTQtiWKdxLQ,left
1191,1194,bxPv1VccaDfXkP4yvmS5aw,c-7BgYp0b9Em6DxImnxktw,none
788,880,T1OsxaWer8dI2l49RnBAkQ,j0wYivkh9kh8DdSqwodW-Q,none
317,1014,vTbgTlPcmZHGbLAQRuyFqA,5rGJ7_qn2KOMnih9CPxuvw,left
1309,75,urRFLugiOg9BnFaGINefMg,NzIBPHgd20wEhy6JIe4eFQ,none
592,970,mkdBrtnQMn3ij_gDjGPlSg,zbNWrzB3S8Jr3aok_D19wg,right
413,233,IXccHP00mmxgtSXZWfUkrw,S1DM0sPNKyJ2kvp83dJ8Ng,right
349,222,3AL7OvvI0E8r93a38XSCEw,PVQeSjjZVUrFOs71CZonLQ,none
294,1016,o2QuLU7SiESXbwHoDOQSmQ,6QbWfbyVghSUBouXf8-u8g,none
283,901,hRDyIu4wWMRUcyS6T1j7Ow,lwpaW3BF6KCuT0hOth-DEw,right
1426,361,acsu0WgaQjEb5dcbw7Ii9Q,54ymry3NwpSBicwwHajMjg,left
1250,949,jp9PS3iCf5D1LcnsIuEDBQ,uY0svh_teiPNCpzV-gHfjQ,left
773,448,PjGczvyh9ovSgqme1Ulolw,PgVlcNTEV8puxstkmN_SMg,none
703,914,7vdYPJimZAZG_ojbdhcZ5Q,oFuf8sMr6fsaf993WzfPrQ,left
1154,1437,WUZLb51U9sJB-iT26l5GPg,drTSPtZM7Uc3mnMsWktU3g,right
338,486,0_2jOj27ub7-TPGdm1dTAA,XVa61ZKkEKErpf7H_V952Q,right
1437,1252,drTSPtZM7Uc3mnMsWktU3g,kY-fMhQvxTNGfTGZGChN1Q,left
793,843,Tcr1YUiH1p17Mo9v6KDzUA,ah0Bs5t5zPL9IHh0_jl1Jw,right
136,1199,qhchctcOw0nJ6NdOUuj4Zg,dcDWhoXwr52mzJe3N-qZoA,left
1380,427,IIdLIB1lvXxGJWwRhPjPSA,KwHym6OUBOo51WiS9Xc29Q,right
570,1308,irVIjgrHMzVH7o0t3SJAAQ,unrfbhnyVSnPD7s0SmmIew,left
1428,972,b5FrR0v43RDTbJ5uxSr65Q,zwCVItWhiP8heeMbEpe_5A,left
1107,599,Oi_BiWMnz0USZWaBmb8cvQ,oRdEo17QO37_TZN0h9u24Q,none
251,581,_8v7q-U7u7obShWCn0lpcw,kCcgIj19yW6TzZAjatMG6A,left
1189,730,bLBcZUPUEDxwYPXf_u6oHw,FSuCcaoOhBAs55uSPBJuDQ,right
1452,46,jrcqnF2KzZKfjeymELPe2Q,Bu-VPOgkES6G712QKPIDBQ,right
926,113,qUh9ShyKsO2elBZM7jR-uQ,f-BMHHefp6c7Ekuu4SFwsg,right
582,1087,kPFcISWI_zrJKDO5yaOBsw,KgEXqKWH-nTMtdsIAXJgCQ,right
1161,98,Y7HDf4EPwdS3cdAIITFSOA,ZHpTeaQAM1PXHE8NZudcvA,none
1305,1310,uNpVUDb_oDWXwdAOzszpqA,vNvr2fBcgdIBJ-nQM5heDw,right
169,639,5madtFZT7AUyJ0bzXpLCtQ,vPmsQjdT6AgDr2YLrFaTCQ,right
1139,143,UOmg1ghIvdqObkm1nJpmzw,tZLPL34sD0-8Veg2rIt0Zg,left
1342,1446,1qpd0qne5Ela5UXidCrzcw,gCYWIOmNr6FX9ij3zY8Icw,left
808,267,W-IftkUsWpp5czh-BKuzHg,btJmQmwtFzPxhr8jC7OARQ,right
1487,537,yyutc1Euvl_kohkPxQIXMg,dfSLGUM9PHVf4xP75KiWgw,none
33,295,6rl__pClsnJ2B84G-ta2_w,oFsybUEfdFAWI7tF7nyG8Q,left
1447,945,h8HGH3wlCgcNPxKz7JDCUQ,u3KOnw8LDEgtDh7_bTNpTA,left
1378,1350,GirYMKEksiiPXE69F7jj_g,4vkGhs8v6kx1jP1ftj5dyw,none
998,551,3QwkdMcLPSbX-aadyDc_Fg,f-KiM3eomdfSvdLG5YCr9A,none
287,968,k9x0vuUcEO0V9_hRps_hRA,ylhkZTsZH1-h60_K03W_bg,left
1198,45,csmx62W8Ba3ARzSFCZ2N1w,BpeQwxHsIpURibQnMqvXFg,none
357,1321,4e8TxAOPuivhAcnlXlFC6g,wysXzX_I6l6IoWLqYKwVjA,none
242,1413,WecKLQv9AFV5aX9wPWtE5g,VhSSuLlHYvpjmryHVNkcSw,right
264,1075,bLWVNVEotvfGIM1kZn7t7w,HYwYjHfYMOPm7L5VeU4yCQ,none
1264,667,mZ0QkFzYTlvarUAD5n8T4Q,-s3by9-UES28DwokORCdeQ,left
622,869,tHOT0LmsvqCJxEVZjmk8Hg,gSj7AcOjxAOYDoJUf2oxYQ,none
874,406,h9tWab6xO-rJZLvlNKHEyw,FgYTQgwwT3hvvtk0xSGIGw,right
184,1408,9YAkpgpbJMZVUH3ySkhTOQ,Sc4QEMJiZHuvBVmjc7KxYg,right
1301,1286,tHv-H6gsl11HasIq7SPRsA,puW6CEhvLXChuHMXOhcf7Q,none
615,1346,rb93zI1dpSFr3ZjOJtM4qw,2kbdKcvfnJpLrZ4UXKo7MQ,right
906,726,nE7V-W2fkzYtALCgeKS_1A,EcMiL9DGSi8LwAyOwXuudQ,left
903,73,mDBFblgjIfhdjsm3huZOVg,LlhidSfcUbbj6JObA3Kt-w,right
1472,1113,sDDoZ1x3yUfuGSJ3jij2dA,PNN8QT628j9iIq8Atk9DjQ,left
699,744,7LyLiHoDItg5qbRLlDaAdQ,HqroRQtwFHwufF1AKAh0JQ,left
161,1032,0txdUOJgHPkBYnhOcYOkpw,9HMMxqcNyT52JdGs_YWEeA,none
74,119,M1jg1Xz0-wLQTclZlUg4KQ,hf1xY1MhZoUXmq6Gb9bk_w,left
734,562,GhDyemny6OoKVhK-bYqwWQ,gwBwkEvzTVudWQ9DOVg-6Q,right
494,132,YhYCfMOFXQvADGxB1SyzyA,onLJut6vc1UQUSNrt8aUVQ,left
85,1389,T6-bQ5vbpmYhwB69Z-AWcQ,JeMybvM5Ss2OSmNFBn1Zrg,left
466,1180,TCTtu-9_SJPMI5A4i_YP4Q,a6o023-Qvk4dPBFFZL0_QA,right
692,842,51015ie9AidiuzK_PS4C3g,aKGT9GZ1Yxr-AZ1olZFcGg,none
745,1453,I4eCovl7CMkocL0ofJBImQ,kD0c4vhnIu7TrRwAXLLRkw,right
663,21,-5jSwiVyTZ3UCpP453LLrA,4CVrVJsHnHjdV72E_KKiZw,left
421,177,KCmfeYKVYOFwSNBzbgZmJg,7seONPPDTbjYnBr1Eqk9pw,none
37,25,7ccul9lfnCcMmupynvusHw,5A1LsTioGokoHyRvYpr2sQ,left
1265,1235,mb-X0j7OhTnAI8b4Ig0DmA,hrtf1X4Gs67pAjjc9xdmyQ,right
1160,245,Y5C2mxzvjnNm5KrW9JeJug,Y4LsOHAm_SQWD23bcSd96Q,left
334,126,-OTYB6ueVHmWKB8uDcmFYA,mccyyfL9684i3pMSi4CxyQ,right
905,1209,mIRclEl-7l0oV57y75WqOQ,exYVj5v20BNzWabh_mOHEQ,left
256,1363,_oPsbBmbRJpFTfXsbyAS_A,A6XVjRd3tCYSeBzBE4CPmQ,right
548,303,eWn11Tte1I6I5GYMOtINSw,pOUSBQY1LiurFXQ3IPXlfw,none
781,13,RdcRhvFobQKANrHOY6kdkQ,3D2xanakmXs__LoaVHglwQ,left
47,537,BvbkfAY3I4q6cAyT3EZrEw,dfSLGUM9PHVf4xP75KiWgw,none
515,905,at16_h7SqamcLSjfOsIaDw,mIRclEl-7l0oV57y75WqOQ,right
968,1471,ylhkZTsZH1-h60_K03W_bg,s6zPLnytmEanomdZ4VijaA,right
933,14,s5yGx8ic5U3D8KpCvr3X3Q,3EanuET-Xh4323iAur3fYg,left
80,607,PE0nOp8U7dgxsD5WlEO69A,p_-_J6ZrNDs4S_TbUCFX1g,left
37,1034,7ccul9lfnCcMmupynvusHw,9JmsvRoJRlR5fQtU26K-Yw,left
24,15,4zWQwmZanfMekX6pYs1pqw,3Obk69MUPL7uMbqwlrxEcQ,right
825,1310,XzfrGOPTPehsE4PJLdZrAQ,vNvr2fBcgdIBJ-nQM5heDw,right
506,1255,_HLJmZHglCAKC_HtohzgMQ,l2Epk6q4tuyKq1EoeNJqOQ,right
269,701,dvNWVWjTNCqZa-08xyHFAQ,7iOBFcXjcUsoJsiAINVxOw,left
441,1201,O88KDLw-2MoW3C8LR_yzqQ,denfDHwIZwwxnfqZuuU3XQ,left
1447,273,h8HGH3wlCgcNPxKz7JDCUQ,eeMLmCD6NEEEQ2YhNJW1jQ,right
148,13,vFAKse1VdykjvAi7QkZ_iw,3D2xanakmXs__LoaVHglwQ,none
331,584,zm6px2BGIkwSkJHSbqSt2Q,ksHzDKBTJybVSp4JXNIH5w,left
638,189,vLtNYdylgZL9FgJIM9okLg,BwCwmK5A3TCWSdj-7XStSA,right
1465,1065,pUqbxTbxroyIclYBl2NggQ,ENIEXfFfjqPaiOa0BinL2A,left
225,706,PcdE5bqyRRSDYdVr8RNuXg,8rJsHQNv5Gh8Sfp-uQjwuA,left
1369,1363,C174Jx4m_KYeR0bkddRRpg,A6XVjRd3tCYSeBzBE4CPmQ,left
151,1338,z7zqs4zH7vChhsvmYUsjnA,0ufUNAPhGCsY2laIDi-tQA,right
680,917,22c7e6_ihyPmsv_5R-4epw,od6wIRP7_7A40ocs9sPNBA,left
410,587,H2FsD-AZobVJUlUbzSOmwQ,lU8qWaj0GzvWbD9oQxMEzA,left
136,234,qhchctcOw0nJ6NdOUuj4Zg,SXZQl1wGUU9UkbAQ5ZmvpQ,left
991,881,2nGgr-gjDf-GFwSPkOzTvA,j9HhfLCSeOxbShygyNNAKQ,right
1367,942,BYzXzeef3G8P3IcLiWNoSQ,tbtclyZsZcSTK7dLTwi_0A,left
598,1458,oFZdlGIARGXbCJa0ZALZdQ,mIq_Dg8hxxBiU1hY5ueARw,none
440,969,NwokIaRr7M5KRXaWCiwscQ,zQh8TdJrjejwWVvlFVfq0w,right
389,1305,C9nqTJg5PQHpUhfeUsZU3w,uNpVUDb_oDWXwdAOzszpqA,left
1404,217,QaYj_PyzzBwlfL7xGTbW4A,NY2UOSm3KcS7EmNJ2HxjGQ,left
1193,1469,bxbhgFQJRO81Y68lrsWDZQ,rXGXkO-qslL2aFoVwWS6aw,left
306,648,qPfpo2JIIxIX3_LD_JXLbA,x6W23KB6EB_5VrQq_FCrKQ,none
29,607,5rqmAPqJ2wqM3sooMajYVQ,p_-_J6ZrNDs4S_TbUCFX1g,left
1307,955,ukN5dc2ManwGaiJwrfklZQ,vjilPFxFkMRtlpPXrFXBjg,none
736,1320,GnhUSAxpQMnSQQ35e7jc-Q,whoY8leTrhu0MW90BNUkpg,right
871,88,gt7dzxV_ise6GvjqP6j5hg,TqG5afUCRwhbmeuMlQ9s-A,right
310,819,ssEsj-dN-e3Q645C-weedw,WzzSsJu1wm9vKjscdhi1Dg,right
985,1212,1_4P4imCAKWvnoGIUtkinw,fjVPlijLdbx4wC2d8ok0Ag,right
46,348,Bu-VPOgkES6G712QKPIDBQ,38UroZkNHWLcd9L1YvPZ8Q,right
770,1432,OnLtHIRnRfhZ6okHY7eBtA,cHT8ULuO45UT9uMbIf69YA,left
420,1289,K3UsBBtOYplEEht-S2sM8A,qTqT9QGYt-EEWtW8O1CBAw,none
1076,511,H_fYHe-1XMC-8mfkcUX00Q,_wayk2HJt8sEusdHKe2TCw,none
754,1293,LImY9O7qBVJzYgreHipcGg,rat3zyM5_6odY7w6K8Wptw,right
1143,839,Us_lDApaqsJ3Tin2CIh9gA,_qLwetlMMHOCCLJgnoe4bA,none
346,1206,2j171Gf5UzyqvucoxMu0EQ,eRr8L07yRAz5jDZ0JbtGgA,left
1123,781,REXdQUENqPiM5xZvXFi_fA,RdcRhvFobQKANrHOY6kdkQ,right
927,345,qdJS9jcPlCDDj1MbJ244Ig,2FQbpk9r0sjKnPECobOpDQ,left
250,13,YrdZQzjchV774iAdktAWTw,3D2xanakmXs__LoaVHglwQ,none
856,1294,d0ziE-7XQoIns-zV5rchOA,reHe560CgQOZJVZ_0qDb7Q,left
177,58,7seONPPDTbjYnBr1Eqk9pw,Fng63xQE2jwJL4aicM4VgQ,right
1376,1075,EJqKzRL3VIBIYUiSTRyy0g,HYwYjHfYMOPm7L5VeU4yCQ,none
1046,1242,ApuGm8Ov6S9YfhvjcmLy0w,iiYMJy7asvSUD3xto4Ov6w,left
1385,873,J8Ps_OQ_rlbZfRa1UVrIxA,h8LtxZ2ywLN2erWh-i6JNA,none
764,1133,NTAIvsaxqB3aTZCcY0nvHA,TjfjGCtrQIU3G-MWOg5nFQ,left
758,163,MYytrotMs6JnZnDhMDfv4Q,1g29dJOrWKqAITe1j_sbOg,right
1022,676,7KmXJ2Py1y8zu6F-9Hu7KA,1FjQvBHEOOyz-wHFW6WzjQ,left
1087,1255,KgEXqKWH-nTMtdsIAXJgCQ,l2Epk6q4tuyKq1EoeNJqOQ,left
145,367,u3opw2H6J-eLBKVUfT4CUQ,71nL5BykfXRSOs3Bv09KfQ,none
1255,1395,l2Epk6q4tuyKq1EoeNJqOQ,Mt0mTM0LqMAPdqhnoEFjzg,right
1290,395,r8k_NqkGlx7BWJNN9Q2fKg,EBMVEFOk0GhB8HTUVCVvxg,right
945,129,u3KOnw8LDEgtDh7_bTNpTA,nC6m5dS7g82h-Ax3cxz3yg,none
427,1148,KwHym6OUBOo51WiS9Xc29Q,VC_z2n3_YvXvf6cb95MmXg,left
1362,833,9dZ7PxrZezurPlgVALtHAw,Zcl_Ue163zr0bQdRNHE4WA,left
1001,721,3fab9mGuIfHKXzdXmlvJNg,CwlMFP34_aiRp__EdYgjcA,right
983,265,1IjveNu6wQ7H80ghWiLK5A,bPG0f70_MDr58vr7p8fPEQ,left
487,1281,XdsqukFsvs5f0OnO8kC1BQ,pABWw5PXTt6eY8AfgtW-xg,right
1065,775,ENIEXfFfjqPaiOa0BinL2A,Q4PNhjm43WZxmpQMi5zpSQ,none
964,964,xD76v4ei-FSVZuq1Id8dlw,xD76v4ei-FSVZuq1Id8dlw,none
533,1362,dSdw3QbtQnS35-T7dSUk2w,9dZ7PxrZezurPlgVALtHAw,right
885,961,jmnF5knBnzvvipeVH926Zw,x4H0gTuI2XhAj8IFK6ELWQ,left
1034,1316,9JmsvRoJRlR5fQtU26K-Yw,wGW0RLVhr6NWmw4JFWmfXA,right
511,209,_wayk2HJt8sEusdHKe2TCw,JZtmHZP9ykJMc6vXYK65CA,none
473,220,UHhr8B776NwV2krFcnpLiQ,O_6unq7AHCHElaaCyDkmEA,right
1175,1013,_W2lMxs12yJcuY0MCHIxjQ,5LbQFWowfn7MFfhVi62wiQ,none
356,899,4T30x_Yy6HjnQEephqD2bg,lTsxPbu8N5_DrOTGYThmmw,none
479,1380,Vwz_I1N1kNMyckm4ct4Big,IIdLIB1lvXxGJWwRhPjPSA,none
448,1396,PgVlcNTEV8puxstkmN_SMg,NhPXFKTPYGUqB5wXP2HQ9g,right
112,1117,egEWJ85cFJ1aQv6tm8uZCQ,Pc-GK1364qqqkv0e-JZiHA,left
514,1199,ad1R5jO1qw-9JdoLcLX5Mg,dcDWhoXwr52mzJe3N-qZoA,right
518,593,bLNhveR7NdW7ftkrra7mew,mvr3EMioGllPKAwd-NLAjA,none
1107,1461,Oi_BiWMnz0USZWaBmb8cvQ,n_OLDP8EWUEwkc6mZtJWNQ,none
1206,1144,eRr8L07yRAz5jDZ0JbtGgA,UsiHX1qknKv52fCjbXUgeA,none
305,227,qMWTIGSS0vhHxql_R_uUnQ,PxU6bSIK2qlqgtMOLfhf6w,right
1223,1179,ghi2JIECPU-ntwPK1_6-pQ,_z_kUUmSkDYrU4F6N748nA,none
460,1174,RsJOCW21_4Sb5vjCjYed3Q,_L_Tz8ZeYbpTNhQBDokPIQ,right
85,44,T6-bQ5vbpmYhwB69Z-AWcQ,B9YEdZ60sI4ocWL3RO54BQ,left
987,1487,1itYE4KgFvB3lAlbhMyruw,yyutc1Euvl_kohkPxQIXMg,none
779,75,R0nZ3ojECMHqvO9bCUD70Q,NzIBPHgd20wEhy6JIe4eFQ,none
1411,1230,VAhRhT9uxyAHsh1KyOZG7Q,hYckGwZY02YivvwbXTTJuw,right
502,265,ZnWJqoou7W0MTGuhl5mmUQ,bPG0f70_MDr58vr7p8fPEQ,right
1401,1390,QMhUmLcH8Rlc8EY5PpXbFA,L-0hYsXpRimy0Z-iVBNt8g,none
887,942,juwlqk7OVFT0kasDOD_OuA,tbtclyZsZcSTK7dLTwi_0A,none
725,429,Dz0C4OgPIxsl744J2L1m4g,LCiIeIarwttHvHwGfhm9iw,none
246,325,Yan-AtikT9_7yCcminC0ww,xN1eKCMHJr7nbsIN1HHRlg,left
716,1304,CL3bcogGIF5RpMQsCgU0vA,uKAqh96bD1FoqmD-KbxsoQ,none
1026,28,7rOYgwp2KM1c89Eno6jHbQ,5r5yV2KRacqyXdDHCYab5w,right
469,196,T_9XKg6Apt3p3OOYUpfMmg,F7n_QXZqKifSyd8HLrYtOA,right
1092,986,KySWoWK0ckPHNkdyD0ut-A,1fs45epKySFKAaGWe7IhzA,left
1349,1158,3OBN-4K3ZpPPWwIznmNKDQ,XCmEiTpZrIl-V6j1KsEz9A,right
211,170,KfhzD5m9uaZnGiwzPLO9zw,6NiXbO-WIM6vYVwWHy7Fhg,left
1260,789,lplX89DHNcmOjkqvheVlDQ,TBbYsKnKdFZQ6KGSZjyWAQ,left
388,1262,Bsw51vg5GeIOfWtbL2dGFg,mLiqBqAux3wZKFfXcSiprg,right
340,907,0iZRkWSHSLiJqVYxQIRHIw,nEogVPJfs_M4zigOOpBLqg,left
1389,1233,JeMybvM5Ss2OSmNFBn1Zrg,hl-zQ0l48xP6UUFw4i4rtw,right
967,1092,yac43_b4PuAV220xsPAjDA,KySWoWK0ckPHNkdyD0ut-A,left
744,781,HqroRQtwFHwufF1AKAh0JQ,RdcRhvFobQKANrHOY6kdkQ,right
297,179,ogtPyJvfHLe7kAtNqjaTmg,8EtIqHRK0JGjK-etk-1-jg,left
1204,1352,dx2brhDUbNjs4XCJ6Tmiog,5O51VEKWea8YgMGTPDZySw,none
1328,195,ynU-xGihZn1ldnqXhPInQA,EMhLhdERRszuood0WjPBaA,right
1385,537,J8Ps_OQ_rlbZfRa1UVrIxA,dfSLGUM9PHVf4xP75KiWgw,none
472,1332,UGFS7G_fN8nAmhERPXR6_A,z5_asthWjUHMwUQrpPX2jQ,left
167,175,4gTLJReD09rvq-xsQmTluQ,7dktMkxza1NWnRSV8TCv2Q,left
709,730,AOA-ZTpYj_IQt2hv7fuPog,FSuCcaoOhBAs55uSPBJuDQ,right
297,662,ogtPyJvfHLe7kAtNqjaTmg,zz_9BhjUSHZBI2gZnu0irw,left
849,91,bq75oO2ABlKYmfQVCNVu0Q,WIpNJVpKWG2IhWPWWwJuVw,right
697,952,6UcSFD889OETlr6s4j0dOQ,vM4bGtxFBmkVA0E315pQKw,left
565,44,hB2fq03dD21Bs4tenG9utA,B9YEdZ60sI4ocWL3RO54BQ,none
651,871,y3QRHFAvK34bcXPYxqY3vA,gt7dzxV_ise6GvjqP6j5hg,left
855,96,cyDJbaRMXk-0_TcEGY1RWg,Z13Po42uDxCckxybh6aTCA,right
1219,672,gKUweX83KR38_rSaORylJg,0oy3unZ_uzFNfCcP0lotaA,right
59,1031,FzcoR5KayzV76Q3QJ5mt7g,8nSOIP-p_A2qCi6JHGTHbg,left
774,155,Q0cbMltMPPdeB4VjhVQdag,-QG-TJYv9RAjnCzmeFP8_w,right
113,823,f-BMHHefp6c7Ekuu4SFwsg,XUr5ofXU6CndA34fBzXycg,left
164,530,1mxDw7n58HSzbouNAWv3fw,cPq0xMpRgr6j0mEpEEOD2A,left
1051,679,Bh5euLZgEHQRr-qWKRv4cg,1zJNrtL98YgbSslxhre4Cg,left
131,271,o47qWUs-PhRtAY2FKBOYPA,eDYfF1jVD2ts_lFADs38_g,left
1217,250,gGxRAzoASt6T-pPd9uEHvg,YrdZQzjchV774iAdktAWTw,right
297,998,ogtPyJvfHLe7kAtNqjaTmg,3QwkdMcLPSbX-aadyDc_Fg,left
1464,14,p-E7C-9CJy_hVmqigOFcPA,3EanuET-Xh4323iAur3fYg,left
752,347,KddTKaZk4xgty7uaxLLNgw,2j3lJX4rRv8NrBmPKcijRw,right
926,1310,qUh9ShyKsO2elBZM7jR-uQ,vNvr2fBcgdIBJ-nQM5heDw,right
1031,473,8nSOIP-p_A2qCi6JHGTHbg,UHhr8B776NwV2krFcnpLiQ,left
987,142,1itYE4KgFvB3lAlbhMyruw,t3C3gBJTnWc30x21G8N2mA,right
1299,381,srMOjNYpl3JhUHVGBVw90w,A8OK5ONu9F7gjZuFxiVYxw,right
671,1266,0nkjeEhb_ic9pq2gkkTicQ,ml3ZmEwuzeBX4UgO-RTfLw,left
7,463,1d6UboT3Q80InMES825bKQ,S_NyACD4BfqtW1UHvHoJlQ,right
889,881,k-LgEsPTImLRWnM4z5onKA,j9HhfLCSeOxbShygyNNAKQ,right
842,232,aKGT9GZ1Yxr-AZ1olZFcGg,RvQAAIIiohSbeyfQ8JLi2Q,right
849,1435,bq75oO2ABlKYmfQVCNVu0Q,dPxA9nx1D-UDmW6vKDBy0g,left
253,1339,_IxpCmbUT06358d6JHW-jQ,1W0Mgk7ltb-vUS_chKfDHw,left
1251,1475,k88JKK9DTxOzlV_E3rxdcw,tYcDmRX2phZZAnydBhZaRA,none
1483,1479,xW1U6FQfHi4TwbJhH2r1Yg,wCepI3JraOeg0_3zir1qHA,none
1024,1098,7cne65vGwwS9bCcIaSCiig,LgwnJByqU-5BJ4gpUagmBg,right
26,100,5CWQs2cry3oopJjP7173Hw,ZZqQ2EI5zFkyl7DXI5hGvQ,right
907,811,nEogVPJfs_M4zigOOpBLqg,WG6BuokpIh3sbp_8WzTZng,right
49,183,CCvLk9sT6elmiMTUC4YeEQ,9I0YM5nDr7Bb6NMKtbMhxg,right
707,162,9e8dJrjpuVEvl2oWgL_UFg,1V2VtP7FkqHmaVOhuZdFHA,left
14,321,3EanuET-Xh4323iAur3fYg,wbTYcy0_dMWvyxbwE6x2ag,right
1175,194,_W2lMxs12yJcuY0MCHIxjQ,Dsqvr0HGGRiKy9F-jBt3ng,none
1342,963,1qpd0qne5Ela5UXidCrzcw,xBpT7jcyi8hNk7kK9nlL7w,right
1163,37,YLm4V6XJeBGmTp8qOxIsLg,7ccul9lfnCcMmupynvusHw,left
1422,1113,ZXfnclbtxcrED-cJnPsSrQ,PNN8QT628j9iIq8Atk9DjQ,none
1182,389,aO7-LyXJgG3bkfdKHulQWQ,C9nqTJg5PQHpUhfeUsZU3w,left
391,1097,D0pdl_Zadd_kAntSY1gWRA,LXXGR5GVjzlvxYLXTGQqdw,none
1001,1204,3fab9mGuIfHKXzdXmlvJNg,dx2brhDUbNjs4XCJ6Tmiog,none
628,495,uLF29nXg0j_T6txRPndOGQ,YrHxv3cw5CTsc_leIgaIAQ,none
1081,95,IENSD-qcms2q155g0vQyPg,YlgAyBiNbgPy2BVh2IzllA,right
1131,199,SK1q5KoDh6cYbN4762mfxQ,GLAoHJS2XHzC0Bi9-0f0Hw,left
780,1126,RBjIH51-8MpXXtAJr7llFg,Rjf1re_iHgKnIhZIgVLLeg,left
1339,310,1W0Mgk7ltb-vUS_chKfDHw,ssEsj-dN-e3Q645C-weedw,right
241,1077,WKb_jI3v3zueUV0W0h3m-A,HfBooURJthOsmYRTykcXMg,right
648,743,x6W23KB6EB_5VrQq_FCrKQ,HqTk_3cntSWxyaNsFaut0g,right
644,677,wZft2q1jMcGBYR6tGPn-zw,1RfvoBcnKWWT8xnWr1yNfg,left
315,1454,vQprtxUmC2DRratdnNCFCw,kTSErmUWfX0TzFawSWS0TQ,none
315,1264,vQprtxUmC2DRratdnNCFCw,mZ0QkFzYTlvarUAD5n8T4Q,right
1287,1379,q-YxPmx4c9ujWOj5f4G2eA,H8FIwWyI2ISCK0uui2ZFmQ,none
962,689,x8-o9QD0DLifMpU-HOYyeA,4WyHt_PQGM7Q2AG6FP_ccA,right
1292,144,rQY67Zh27rk0CWLD6thS1g,trsKaS2RBieOZMNERkSUsg,none
1385,1019,J8Ps_OQ_rlbZfRa1UVrIxA,7-f1mG-bSBXRT-bZuRC2RQ,right
117,71,gmSMM7FTo6uk5opVIF7VTQ,LDckHSVqZcMWUMXND9nCQg,left
1381,995,IaJ0Ga468ydyjnqtC8kZ7A,38FymI-QK0gc005bL86JvA,left
232,1091,RvQAAIIiohSbeyfQ8JLi2Q,Kwrgaw2l6VUpGSnuJjU2mw,left
512,1113,aVhSKEwB7MroXa_O6aABiw,PNN8QT628j9iIq8Atk9DjQ,left
1371,483,CDknugvipYgIpEHmofP7uQ,Wny-ZKOKtBF_xz3J2KjGUw,none
8,988,1nadTRjgl0d-divfyVwitA,1uegL-o-1OpililU1AWRqA,left
469,1015,T_9XKg6Apt3p3OOYUpfMmg,5y3C5DzxmsYuuUn4LRNgbg,right
1352,1139,5O51VEKWea8YgMGTPDZySw,UOmg1ghIvdqObkm1nJpmzw,right
1393,774,MYpr77jjhG6pABAJkyH72A,Q0cbMltMPPdeB4VjhVQdag,right
585,775,lCWbZgoxpDdoH8veIxcjoQ,Q4PNhjm43WZxmpQMi5zpSQ,none
1300,88,tDh8gqYotF-rRId0X_JSVg,TqG5afUCRwhbmeuMlQ9s-A,left
456,1340,RH5wLbwZ4L5rZg1i8icDWQ,1jU1S8mrSeNTFCwwGY0ZIw,right
1077,28,HfBooURJthOsmYRTykcXMg,5r5yV2KRacqyXdDHCYab5w,left
1478,550,v8QdD6hvnAQoS8uvULUtgQ,eyfK0a9gkw3O_7TCPpjsAg,none
853,158,cF40lWicSI7ozUam17ddcg,0WTQVa9kF2YJN_yZ_WvOLQ,right
862,921,ervFnxBsST_jC9BqPzrOvw,pO5TP4KOR3A1qqjCyVgVNQ,left
434,1342,MZ07VSGjSQEuoVSN4dtRGg,1qpd0qne5Ela5UXidCrzcw,left
50,855,CDSeYTxxtBPEQsDaAf0wbg,cyDJbaRMXk-0_TcEGY1RWg,left
821,1432,XHlKrASfssmzTQtiWKdxLQ,cHT8ULuO45UT9uMbIf69YA,none
272,157,eUl63Xe21vzco1TvRgcTxw,-jFqGyDivVAe88c58mIbxA,right
913,774,ny-EG7ZyPfxCBjz47LMJJA,Q0cbMltMPPdeB4VjhVQdag,left
921,1390,pO5TP4KOR3A1qqjCyVgVNQ,L-0hYsXpRimy0Z-iVBNt8g,none
1223,66,ghi2JIECPU-ntwPK1_6-pQ,JENrA1IgGjSdDZDIQXHjuA,right
648,407,x6W23KB6EB_5VrQq_FCrKQ,G0aCcN6ifXrqSYCWQJX8-A,none
29,753,5rqmAPqJ2wqM3sooMajYVQ,LCyI86Jegzcp2gsIMTpgBA,none
337,1262,-wFGSKtKxozyblxxopMA9Q,mLiqBqAux3wZKFfXcSiprg,left
823,552,XUr5ofXU6CndA34fBzXycg,f9zWURfp6F_TmSJn1uDM3g,none
128,1298,nAF69yj5W0lrLo_31mDPug,sKt0wRQWoOPVaGbZkvZtew,left
